tmax;tmin;tsuelo;puntorocio;presion;velviento;precipi;humedad;uvindex;y
22,41;13,08;19,34;15,51;1016;1,58;12,65;94;10,07;0,3
21,07;12,97;19,34;15,39;1014;0,79;11,06;71;10,07;0,3
24,07;12,97;19,34;16,68;1010;1,26;14,37;71;12,38;0,3
22,01;12,97;18,29;16,06;1016;1,57;12,87;97;12,38;0,3
22,36;13,06;18,55;15,73;1015;1,46;6,71;95;13,27;0,3
23,07;13,06;18,55;16,36;1013;1,63;6,09;66;13,27;0,3
22,59;13,06;18,55;15,21;1009;0,97;5,4;66;13,13;0,3
22,57;13,06;18,75;15,7;1016;1,57;6,06;96;13,13;0,3
22,61;12,91;18,68;15,99;1015;1,37;12,53;92;12,92;0,3
23,07;12,84;18,68;16,44;1013;1,68;10,1;68;12,92;0,3
24,07;12,84;18,68;16,53;1009;0,86;8,19;70;12,47;0,3
22,68;12,84;18,57;16,16;1016;1,82;8,9;96;12,47;0,3
23,04;13,09;18,57;15,68;1016;1,38;11,33;92;13,08;0,3
21,38;13,11;18,57;12,93;1013;1,44;10,25;66;13,08;0,3
22,51;13,11;18,57;14,85;1009;0,37;4,35;65;10,99;0,3
22,77;13,11;19,31;15,26;1016;1,99;4,41;91;10,99;0,3
22,69;13,56;19,31;15,58;1015;1,63;16,73;82;11,71;0,3
22,44;13,42;19,31;14,8;1013;1,79;15,5;63;11,71;0,3
24,07;13,42;19,31;16,21;1009;0,91;10,95;70;12,69;0,3
22,96;13,42;18,55;15,52;1015;1,45;11,53;96;12,69;0,3
21,99;13,26;18,79;16,25;1015;1,24;13,71;94;12,09;0,3
21,74;13,13;18,79;14,88;1013;1,5;10,92;68;12,09;0,3
20,27;13,13;18,79;14,8;1009;1,03;11,67;78;13,42;0,3
22,49;13,13;18,17;16,33;1015;1,77;15,39;97;13,42;0,3
20,8;13,3;18,17;15,57;1015;0,94;10,18;97;2,93;0,3
19,03;13,78;18,17;12,95;1013;1,52;13,25;70;2,93;0,3
21,08;13,26;18,17;16,27;1011;1,38;12,19;86;12,12;0,3
21,75;13,78;18,28;15,66;1017;1,44;13,87;96;12,12;0,3
19,05;12,87;18,28;15,27;1017;1,25;7,09;95;7,84;0,3
17,36;13,3;18,28;15,84;1017;0,44;5,74;95;7,84;0,3
18,96;13,3;18,28;14,66;1013;1,27;7,63;78;12,1;0,3
19,63;13,3;17,45;14,91;1018;0,56;9,66;98;12,1;0,3
15,81;13,47;17,45;15,2;1017;0,25;9,33;99;9,91;0,3
18,07;13,2;17,45;16,61;1019;0,8;9,83;95;9,91;0,3
18,07;13,83;17,76;15,14;1015;0,89;8,53;86;4,11;0,3
17,41;13,83;16,69;15,4;1018;1,12;8,95;88;4,11;0,3
22,17;13,3;16,69;15,07;1018;0,79;9,97;91;13,2;0,3
21,88;13,62;18,15;13,93;1016;1,38;1,19;61;13,2;0,3
21,92;13,62;18,15;14,32;1011;0,67;3,12;68;12,98;0,3
27,8;19,4;0;0;1017;0,28;2,21;88;8,25;0,3
27,97;18,98;0;0;1014;1,77;7,58;83;8,7;1
30;19,37;0;0;1013;2,01;4,91;55;10,09;0,3
30;18,69;0;0;1013;2,77;3,13;51;9,77;0,3
26,3;18,98;0;0;1012;2,6;0;54;3,47;0,3
28;19,51;0;0;1016;0,48;0;58;5,95;0,3
28;19,51;0;0;1016;0,48;0;58;5,95;0,3
28;19,55;0;0;1015;1;0;58;10,81;0,3
28;19,55;0;0;1015;1;0;58;10,81;0,3
28,52;18,93;0;0;1016;3,1;0;58;11,04;0,3
28,52;18,93;0;0;1016;3,1;0;58;11,04;0,3
29,87;19;0;0;1016;3,1;0;54;9,16;0,3
29,87;19;0;0;1016;3,1;0;54;9,16;0,3
30;19,22;0;0;1015;1;0;55;10,6;0,3
30;19,22;0;0;1015;1;0;55;10,6;0,3
28;19,54;0;0;1015;2,1;0;61;8,94;0,3
28;19,54;0;0;1015;2,1;0;61;8,94;0,3
26;19,55;0;0;1016;2,1;0;69;3,42;0,3
26;19,55;0;0;1016;2,1;0;69;3,42;0,3
25;18,38;0;0;1019;1;0;69;0,76;0,3
25;18,38;0;0;1019;1;0;69;0,76;0,3
28;18,78;0;0;1016;1,5;0;54;7,49;0,3
28;18,78;0;0;1016;1,5;0;54;7,49;0,3
27;18,54;0;0;1016;2,1;0;57;7,8;0,3
27;18,54;0;0;1016;2,1;0;57;7,8;0,3
28;19,47;0;0;1016;2,1;0;61;3,17;0,3
28;19,47;0;0;1016;2,1;0;61;3,17;0,3
29;19,11;0;0;1015;1,5;0;54;8,92;0,3
29;19,11;0;0;1015;1,5;0;54;8,92;0,3
29;19,02;0;0;1016;2,1;0;58;8,14;0,3
29;19,02;0;0;1016;2,1;0;58;8,14;0,3
28;18,96;0;0;1016;2,1;0;58;10,43;0,3
28;18,96;0;0;1016;2,1;0;58;10,43;0,3
27;18,94;0;0;1016;3,1;0;61;2,65;0,3
27;18,94;0;0;1016;3,1;0;61;2,65;0,3
25;18,3;0;0;1015;1;0;73;2,46;0,3
25;18,3;0;0;1015;1;0;73;2,46;0,3
23;18,51;0;0;1018;1;0;83;7,14;0,3
23;18,51;0;0;1018;1;0;83;7,14;0,3
27,81;18,14;0;0;1016;1,03;0;65;10,35;0,3
27,81;18,14;0;0;1016;1,03;0;65;10,35;0,3
26,44;18,51;0;0;1016;2,06;0;65;10,71;0,3
26,44;18,51;0;0;1016;2,06;0;65;10,71;0,3
28,01;18,84;0;0;1017;1,03;0;57;9,82;0,3
28,01;18,84;0;0;1017;1,03;0;57;9,82;0,3
28,31;18,77;0;0;1016;1,03;0;94;12,6;0,3
28,6;18,39;0;0;1014;1,03;0;88;12,58;0,3
29,17;18,8;0;0;1013;2,57;0;78;13,56;0,3
28,5;19,37;24,68;0;1013;2,06;0;83;8,12;0,3
28,51;18,8;0;0;1014;1,03;0;88;10,5;0,3
28,42;19,21;0;0;1014;2,06;0;83;13,12;0,3
29,31;18,62;0;0;1012;0,49;0;77;10,56;0,3
29,72;19,2;0;0;1012;2,57;0;83;7,81;0,3
30,82;18,61;0;0;1013;2,06;0;88;12,52;0,3
28,67;19,37;0;0;1012;0,5;0;79;13,28;0,3
29,31;19,09;0;0;1015;0,65;0;88;11,66;0,3
28,78;19,55;0;0;1013;2,57;0;83;11,37;0,3
29,52;19,42;0;0;1014;1,54;0;78;11,86;0,3
29,19;19,69;0;0;1014;2,57;0;78;13,36;0,3
29,3;19,66;0;0;1016;2,57;0;88;13,34;0,3
28,88;20,01;0;0;1014;1,54;0;94;10,32;0,3
27,89;20,26;0;0;1014;1,54;0;94;8,56;0,3
27,67;19,46;0;0;1016;1,54;0;88;4,75;0,3
26,56;19,34;0;0;1016;2,06;0;88;13,19;0,3
28,24;19,14;0;0;1015;1,03;0;88;13,84;0,3
28,1;19,97;0;0;1013;1,54;0;83;12,93;0,3
28,65;19,71;0;0;1015;1,54;0;94;12,48;0,3
26,69;19,78;0;0;1016;1,54;0;73;13,25;0,3
26,92;19,71;0;0;1016;1,03;0;83;12,64;0,3
25,26;19;0;0;1018;2,06;0;88;13,32;0,3
26,14;18,87;0;0;1017;4,12;0;78;12,98;0,3
26,14;19,04;0;0;1017;1,03;0;73;12,18;0,3
26,28;19,02;0;0;1018;2,06;0;88;13,7;0,3
28,2;17,92;0;0;1017;2,57;0;78;14,32;0,3
28,71;18,36;0;0;1016;3,09;0;78;13,27;0,3
28,46;19,49;0;0;1016;2,06;0;83;11,77;0,3
28,61;16,67;0;0;1014;0,36;0;82;8,21;0,3
29,56;19,53;0;0;1014;3,09;0;88;11,65;0,3
29,95;18,33;0;0;1010;0,38;0;80;11,52;0,3
29,69;19,41;0;0;1013;2,57;0;78;13,02;0,3
29,27;19,83;0;0;1015;1,03;0;94;12,87;0,3
29,25;20,03;26,5;0;1012;0,65;11,34;94;9,41;0,3
23,7;19;22,51;0;1015;1,35;4,61;100;2,54;0,3
27,32;19,37;25,68;0;1016;1,12;6,27;94;11,92;0,3
27,15;19,82;19,14;0;1014;3,09;0;88;7,85;0,3
27,15;19,82;19,14;0;1014;3,09;0;88;7,85;0,3
27,63;19,42;0;19,15;1012;1,63;5,75;69;11,74;0,3
27,01;19,42;23,25;19,15;1015;0,79;7,88;88;11,74;0,3
27,01;19,42;23,25;19,15;1015;0,79;7,88;88;11,74;0,3
27,01;19,42;23,25;19,15;1015;0,79;7,88;88;11,74;0,3
27,01;19,42;23,25;19,15;1015;0,79;7,88;94;11,74;0,3
27,01;19,42;23,25;19,15;1016;0,72;4,19;94;11,74;0,3
27,01;19,42;23,25;19,15;1016;0,72;4,19;94;11,74;0,3
27,01;19,42;23,25;19,15;1016;0,72;4,19;94;11,74;0,3
27,01;19,42;23,25;19,15;1016;0,72;4,19;94;11,74;0,3
23,74;18,8;21,09;18,38;1018;0,48;0;100;1,59;0,3
23,74;18,8;0;18,38;1018;0,51;0;100;1,59;0,3
23,74;18,8;0;18,38;1018;0,51;19,38;100;1,59;0,3
23,74;18,8;0;18,38;1018;0,51;19,38;100;1,59;0,3
22,28;18,89;0;18,14;1018;0,51;8,96;100;1,59;0,3
21;18,49;20,45;16,91;1017;0,31;4,74;94;2,84;0,3
28;16,49;17,85;16,5;1013;1,31;3,88;54;11,59;0,3
25;18,54;21,75;17,56;1015;0,71;16,47;69;3,5;0,3
24,43;17,96;19,84;17,08;1016;0,84;3,12;88;6,77;0,3
28,2;17,48;0;16,21;1014;1,73;1,86;65;10,69;0,3
27,66;18,43;23,07;17,44;1007;2,25;4,85;62;10,81;0,3
26;14,08;0;0;1016;0,95;3,51;57;11,39;0,3
23,51;13,89;0;0;1014;1,13;0;93;8,91;0,3
23,51;13,84;0;0;1015;0,99;0;91;8,91;0,3
23,51;13,84;0;0;1015;0,99;0;91;8,91;0,3
24;13,92;0;0;1017;0,71;3,65;69;10,25;0,3
24;13,98;0;0;1013;1,12;0;92;10,79;0,3
0;0;0;0;1013;0;0;92;0;0,3
24,19;14;0;0;1018;3,1;0;77;10,79;0,3
25;14;0;0;1018;3,6;0;61;10,79;0,3
25;14;0;0;1018;3,6;0;61;10,79;0,3
26;14;0;0;1017;1,51;1,43;57;10,79;0,3
26;14;0;0;1017;1,51;1,43;57;10,79;0,3
23,57;13,31;0;0;1015;1,23;0;87;10,58;0,3
23,57;13,31;0;0;1015;1,23;0;87;10,58;0,3
27;13,29;0;0;1016;0,63;2,85;57;11,19;0,3
25;13,61;0;0;1019;2,1;0;65;9,25;0,3
25;13,61;0;0;1019;2,1;0;65;9,25;0,3
25;14,05;0;0;1021;3,1;0;69;10,63;0,3
25;14,05;0;0;1021;3,1;0;69;10,63;0,3
25;14,05;0;0;1021;1,1;0,99;69;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
25;14,05;0;0;1019;2,1;0,91;65;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
25;14,05;0;0;1019;2,1;0;65;9,81;0,3
23,28;14,05;0;0;1012;0,41;0;71;9,81;0,3
23,28;14,05;0;0;1012;0,41;0;71;9,81;0,3
23,28;14,05;0;0;1012;0,41;0;71;9,81;0,3
23,28;14,05;0;0;1012;0,41;1;71;9,81;0,3
23,28;14,05;0;0;1012;0,41;1;71;9,81;0,3
23,28;14,05;0;0;1012;0,41;0;71;9,81;0,3
25;14,05;0;0;1017;2,1;0;65;9,81;0,3
25;14,05;0;0;1017;2,1;0;65;9,81;0,3
23,28;14,05;0;0;1016;1,01;3,96;73;9,81;0,3
0;0;0;0;1010;0;0;76;0;0,3
23,43;14;0;0;1010;1,72;6,19;76;11,83;0,3
26;13,15;0;0;1015;2,6;0;54;11,67;0,3
24;13,77;0;0;1018;3,1;0;78;10;0,3
24;13,77;0;0;1018;3,1;0;78;10;0,3
23;13,38;0;0;1017;1;0;69;10,77;0,3
23;13,38;0;0;1017;1;0;69;10,77;0,3
24;14;0;0;1019;2,1;0;69;11,06;0,3
24;14;0;0;1019;2,1;0;69;11,06;0,3
24,28;14,05;0;0;1018;1;0;73;11,12;0,3
24,28;14,05;0;0;1018;1;0;73;11,12;0,3
25;14,32;0;0;1017;2,6;0;65;10,77;0,3
25;14,32;0;0;1017;2,6;0;65;10,77;0,3
24;14,68;0;0;1017;1;0;69;10,88;0,3
24;14,68;0;0;1017;1;0;69;10,88;0,3
23;14,39;0;0;1018;3,1;0;78;5,7;0,3
23;14,39;0;0;1018;3,1;0;78;5,7;0,3
22;14,71;0;0;1018;2,1;0;73;4,67;0,3
22;14,71;0;0;1018;2,1;0;73;4,67;0,3
24;13,72;0;0;1018;2,1;0;69;9,34;0,3
24;13,72;0;0;1018;2,1;0;69;9,34;0,3
24;13,57;0;0;1018;1;0;64;9,49;0,3
24;13,57;0;0;1018;1;0;64;9,49;0,3
24;14,32;0;0;1018;3,1;0;69;9,14;0,3
24;14,32;0;0;1018;3,1;0;69;9,14;0,3
25;13,56;0;0;1018;3,1;0;69;7,57;0,3
25;13,56;0;0;1018;3,1;0;69;7,57;0,3
24;13,4;0;0;1018;4,1;0;69;10,09;0,3
24;13,4;0;0;1018;4,1;0;69;10,09;0,3
24;13,98;0;0;1018;2,6;0;69;11,73;0,3
24;13,98;0;0;1018;2,6;0;69;11,73;0,3
24;14,3;0;0;1018;2,1;0;69;6,33;0,3
24;14,3;0;0;1018;2,1;0;69;6,33;0,3
23;13,02;0;0;1017;1;0;73;9,99;0,3
23;13,02;0;0;1017;1;0;73;9,99;0,3
20,33;13,05;0;0;1014;1,68;0;73;10,63;0,3
20,33;13,05;0;0;1014;1,68;0;73;10,63;0,3
25;12,44;0;0;1018;2,06;0;65;11,95;0,3
25;12,44;0;0;1018;2,06;0;65;11,95;0,3
21,12;13,38;0;0;1020;3,09;0;88;11,77;0,3
21,12;13,38;0;0;1020;3,09;0;88;11,77;0,3
25;13,8;0;0;1018;2,57;0;61;11,94;0,3
25;13,8;0;0;1018;2,57;0;61;11,94;0,3
23,84;13,8;0;0;1014;1,05;0;94;13,3;0,3
23,94;13,98;0;0;1013;1,17;0;93;12,24;0,3
23,9;14,09;0;0;1013;1,36;0;93;12,04;0,3
24,66;13,49;0;0;1012;1,23;0;92;12,38;0,3
24,08;14,14;0;0;1013;1,28;0;92;11,95;0,3
24,08;14,11;0;0;1014;1,13;0;93;13,23;0,3
25,19;14,06;0;0;1014;0,79;0;95;13,03;0,3
24,66;13,73;0;0;1013;1,39;0;92;12,43;0,3
26,62;13,9;0;0;1013;1,56;0;80;14,85;0,3
25,58;14,21;0;0;1012;1,45;0;87;14,16;0,3
24,59;14,17;0;0;1013;1,22;0;93;14,12;0,3
23,97;14,46;0;0;1013;1,15;0;92;12,78;0,3
24,84;14,62;0;0;1014;1,32;0;92;13,83;0,3
24,86;14,22;0;0;1014;1,36;0;91;14,27;0,3
24,65;15,42;0;0;1014;0,79;0;95;12,89;0,3
24,64;15,07;0;0;1013;1,07;0;93;12,96;0,3
23,9;15,14;0;0;1013;1;0;95;13,38;0,3
23,74;14,41;0;0;1014;0,75;0;94;6,24;0,3
23,29;15,08;0;0;1014;0,79;0;95;10,45;0,3
24,16;13,96;0;0;1013;0,6;0;96;13,97;0,3
23,48;14,78;0;0;1012;0,73;0;94;12,52;0,3
24,13;15;0;0;1013;0,67;0;93;14,69;0,3
23,18;13,83;0;0;1014;1,06;0;92;14,26;0,3
22,09;14,55;0;0;1015;0,75;0;95;13,88;0,3
21,51;14,55;0;0;1016;0,95;0;95;12,29;0,3
23,61;14,15;0;0;1015;0,56;0;95;12,39;0,3
22,36;14,69;0;0;1015;0,5;0;94;9,49;0,3
21,56;14,35;0;0;1015;0,49;0;97;8,05;0,3
23,36;13,39;0;0;1016;0,81;0;95;12,92;0,3
23,67;13,24;0;0;1015;0,84;0;93;12,42;0,3
23,77;14,59;0;0;1014;0,71;0;91;13,1;0,3
23,88;14,38;0;0;1014;0,74;0;95;9,4;0,3
25,59;14,12;0;0;1013;1,3;0;91;14,51;0,3
25,56;14,89;0;0;1013;1,18;0;93;14,28;0,3
24,76;14,56;23,58;0;1013;1,25;0;94;14,75;0,3
24,4;15,11;0;0;1012;1,04;0;95;14,94;0,3
23,23;14,36;10,84;0;1017;4,12;0;88;9,38;0,3
23,23;14,36;10,84;0;1017;4,12;0;88;9,38;0,3
21,58;14,35;11,75;15,59;1017;0,38;12,96;98;6,46;0,3
20,7;14,35;11,75;18,34;1021;2,06;11,18;94;6,46;0,3
25;14,35;11,75;16,99;1018;3,09;12,67;69;8,52;0,3
22,43;14,35;11,1;15,29;1021;1,03;13,17;100;8,52;0,3
18,87;14,62;11,1;15,92;1017;0,24;9,52;98;7,49;0,3
20;14,28;11,1;17,95;1022;1,03;10,78;88;7,49;0,3
24;14,29;11,1;16,4;1019;1,03;11,18;73;1,37;0,3
19;14,78;11,14;15,45;1020;1,54;10,84;94;1,37;0,3
23,22;11,62;11,14;13,69;1017;1,29;6,07;89;11,81;0,3
23,02;11,89;9,97;17,9;1020;2,06;4,99;73;11,81;0,3
26;11,89;9,97;14,75;1017;3,09;3,81;61;12,05;0,3
22,89;11,89;11,45;14,01;1021;1,03;4,97;88;12,05;0,3
21,19;14,36;11,45;15,91;1017;0,62;16,15;97;10,45;0,3
23;13,93;11,45;17,9;1020;2,06;9,22;73;10,45;0,3
26;13,93;11,45;16,32;1017;3,09;9,11;61;10,55;0,3
19;14,06;10,48;15,1;1020;6,17;6,61;88;4,94;0,3
20;14,06;11,94;15,1;1019;0,58;6,61;88;4,94;0,3
18,24;14,06;10,48;15,1;1021;1,03;6,61;88;4,94;0,3
23,83;14,1;10,48;14,56;1018;0,69;14,25;95;12,07;0,3
22,61;14,1;10,48;18;1021;2,57;12,42;83;12,07;0,3
27;14,1;10,48;14,62;1016;4,12;4,98;57;14,06;0,3
24,52;14,1;10,49;13,92;1020;2,57;7,42;88;14,06;0,3
23,05;13,92;10,49;15,35;1018;0,97;15,84;95;10,63;0,3
25;14,07;10,49;17,97;1021;3,09;18,04;65;10,63;0,3
22,29;14,07;10,49;16,1;1018;4,12;13,03;88;13,19;0,3
23,11;14,07;10,71;15,46;1019;4,12;15,77;88;13,19;0,3
23,57;14,49;10,83;15;1017;0,81;17,95;96;13;0,3
25;14,51;10,83;17,97;1020;3,09;13,27;65;13;0,3
27;14,51;10,83;15,83;1016;2,57;10,23;57;13,07;0,3
23,08;14,51;11,49;15,02;1018;0,76;10,22;96;13,07;0,3
22,9;13,79;11,49;16,03;1017;1,16;11,84;96;11,12;0,3
25;14,79;11,49;17,97;1020;1,54;8,73;65;11,12;0,3
28;14,79;11,49;16,7;1015;2,06;9,08;57;11,22;0,3
23,17;14,79;10,97;15,98;1017;1,04;9,75;96;11,22;0,3
21,79;14,84;10,97;16,18;1016;0,44;14;98;8,74;0,3
23;14,28;10,97;17,9;1019;1,03;13,95;73;8,74;0,3
22,08;14,28;10,97;16,37;1015;5,14;11,28;83;9,2;0,3
22,15;14,28;11,28;15,85;1020;2,57;12,56;88;9,2;0,3
24,84;13,51;10,94;15,26;1016;1,33;13,3;92;12,15;0,3
24,56;13,77;10,94;17,96;1018;2,57;10,7;69;12,15;0,3
22,59;13,77;10,94;15,92;1015;8,23;11,05;88;12,69;0,3
24,91;13,77;11,44;15,34;1018;4,12;13,66;88;12,69;0,3
24,41;13,66;11,44;15,36;1014;1,4;10,19;94;14,48;0,3
22,52;13,77;11,44;18,98;1017;2,06;3,91;83;14,48;0,3
25;13,77;11,39;15,92;1015;3,09;1,89;69;12,08;0,3
23,05;13,77;10,59;14,99;1018;4,12;2,55;83;12,08;0,3
24,7;13,23;10,59;14,9;1015;1,6;8,03;87;13,89;0,3
27;13,38;10,59;17,76;1016;2,06;9,57;57;13,89;0,3
23,91;13,38;10,59;15,36;1014;4,12;6,94;73;14,54;0,3
24,52;13,38;10,75;14,86;1017;2,57;9,13;88;14,54;0,3
24,58;14,22;10,75;16,14;1014;1,27;14,19;95;14;0,3
23,42;14,51;10,75;7,79;1013;1,9;10,2;64;14;0,3
22,21;14,66;10,75;14,34;1008;1,45;9,23;61;15;0,3
25,05;14,73;11,27;15,51;1016;1,65;11,71;96;15;0,3
24,54;14,2;11,27;15,69;1015;1,35;14,56;94;14,3;0,3
44,17;14,27;11,06;35,23;1013;1,77;13,75;62;14,3;0,3
29;14,27;11,06;16,36;1013;2,06;11,94;54;14,83;0,3
25,43;14,27;11,39;15,48;1017;2,06;13,94;88;14,83;0,3
23,18;14,01;11,39;16,32;1015;1,46;20,09;93;11,87;0,3
26;14,1;11,39;18,91;1018;3,09;17,7;65;11,87;0,3
27;14,1;11,39;16,76;1014;2,06;14,9;61;10,31;0,3
22,55;14,1;11,49;16,18;1018;2,06;20,09;88;10,31;0,3
23,28;14,21;11,49;16,63;1015;1,22;14,56;94;11,12;0,3
25;14,27;11,21;17,97;1017;3,09;14,96;65;11,12;0,3
21,86;14,27;11,21;17,02;1014;4,12;14,96;94;12,86;0,3
23,46;14,27;11,37;16,53;1019;7,2;19,13;94;12,86;0,3
22,86;15,21;11,46;15,48;1015;1,11;18,03;97;10,06;0,3
23;15,44;11,46;17,9;1020;3,09;18,67;73;10,06;0,3
25;15,41;11,46;17;1016;5,14;20;65;11,04;0,3
22,49;15,44;11,85;16,49;1020;2,57;21,58;83;11,04;1
19,64;15,39;11,85;16,61;1016;0,59;34,23;98;8,51;0,3
23;15,42;11,85;18,96;1020;1,03;14,65;78;8,51;1
21,28;15,12;11,85;17,33;1017;5,14;14,35;88;9,23;0,3
22,37;15,55;11,27;17,05;1020;1,03;23,76;88;9,23;0,3
21,4;15,03;11,41;15,78;1016;0,98;8,67;98;10,79;0,3
21,27;15,05;11,41;15,5;1017;1,84;8,26;71;10,79;0,3
21,16;14,83;11,41;16,42;1012;0,82;8,5;85;8,28;0,3
22,04;15,05;10,73;15,95;1016;0,99;10,75;94;8,28;0,3
24,93;13,5;10,73;14,9;1015;1,29;8,87;93;14,16;0,3
24,08;13,33;10,73;14,39;1013;2,05;12,06;58;14,16;0,3
24,3;13,33;10,73;15,05;1008;1,85;6,22;63;13,78;0,3
25,04;13,33;11,25;14,56;1016;1,7;9,77;97;13,78;0,3
24,1;13,98;11,25;15,82;1014;0,99;15,2;94;13,66;0,3
23,77;13,99;11,25;16,41;1013;1,9;10,72;66;13,66;0,3
25,1;13,99;11,25;16,03;1008;1,28;10,96;62;13,96;0,3
24,92;13,99;11,61;15,53;1015;1,53;12,91;96;13,96;0,3
24,09;14,03;11,61;16,25;1015;1,48;16,89;92;12,69;0,3
23,85;14,16;11,61;16,88;1013;1,85;13,42;68;12,69;0,3
24,18;14,16;11,61;16,67;1008;1,31;13,9;67;12,69;0,3
25,1;14,16;11,74;16,5;1015;1,24;17,04;97;12,69;0,3
23,96;14,9;11,74;16,74;1015;1,27;16,23;96;7,28;0,3
23,49;14,71;11,74;16,77;1013;1,52;16,74;68;7,28;0,3
24,17;14,71;11,71;17,04;1009;1,25;13,11;72;11,57;0,3
24,22;14,71;11,95;16,32;1016;1,24;14,73;97;11,57;0,3
23,07;15,19;11,95;16,62;1015;0,96;13,88;96;11,1;0,3
22,13;15,33;11,95;17,46;1014;1,58;13,12;75;11,1;0,3
24,1;15,22;11,95;17,83;1010;0,33;12;85;10,52;0,3
22,62;15,33;11,48;16,71;1015;1,25;16,69;96;10,52;0,3
24,45;14,35;11,48;16,14;1015;1,43;12,48;95;12,92;0,3
24,48;14,12;11,67;16,62;1013;1,79;11,67;63;12,92;0,3
24,67;14,12;11,95;15,77;1008;1,49;11,37;60;13,79;0,3
25,05;14,12;12,24;15,79;1016;1,52;13,73;96;13,79;0,3
24,07;14,41;12,24;16,23;1016;1,07;15,66;95;11,37;0,3
24,1;14,22;11,77;17,11;1014;1,45;14;65;11,37;0,3
27,1;14,22;11,77;16,72;1010;1,26;10,97;54;13,57;0,3
24,08;14,22;11,38;16,03;1017;1,43;14,7;97;13,57;0,3
23,68;15,12;11,86;16,13;1016;0,92;15,29;96;9,75;0,3
23,22;14,92;11,86;16,93;1014;1,69;15,74;69;9,75;0,3
22,69;14,98;11,86;16,94;1011;0,24;14,52;84;13,05;0,3
23,81;15,04;11,35;15,82;1018;1,42;18,86;96;13,05;0,3
23,29;13,66;12,17;16,25;1017;1,39;14,96;95;12,26;0,3
22,97;13,74;12,17;17,67;1015;1,73;16,16;78;12,26;0,3
23,05;13,74;12,17;16,59;1010;0,81;12,77;73;13,37;0,3
23,87;13,74;10,87;16,16;1017;1,37;14,3;88;13,37;0,3
21,83;14,11;10,87;16,3;1016;1,25;13,85;96;11,04;0,3
19,89;14,14;10,87;16,94;1016;1,94;11;88;11,04;0,3
21,42;14,14;11,14;16,81;1012;0,94;9,95;78;9,73;0,3
21,64;14,14;11,78;16,34;1017;0,64;12,33;94;9,73;0,3
23,03;14,74;11,78;15,35;1015;0,44;9,12;97;9,22;0,3
21,65;14,25;11,78;17,48;1015;1,1;7,39;83;9,22;0,3
24,1;14,25;11,78;16,41;1011;1,17;7,1;65;8,39;0,3
22,3;14,24;12,01;15,61;1017;1,21;7,06;96;8,39;0,3
23,65;13,78;10,32;15,74;1016;0,79;9,73;94;10,36;0,3
22,37;13,62;10,32;16,85;1014;1,92;8,47;78;10,36;0,3
23,59;13,62;10,32;16,63;1009;0,99;8,6;70;12,66;0,3
24,37;13,62;11,77;15,61;1017;1,45;12,3;96;12,66;0,3
23,72;14,62;11,77;16,05;1016;0,84;13,1;96;11,29;0,3
24,1;14,62;11,77;16,97;1010;0,94;14,61;65;12,41;0,3
23,71;14,62;11,85;16,57;1016;1,19;18,76;98;12,41;0,3
22,98;14,15;11,54;16,07;1016;1,19;19,3;97;7,86;0,3
22,33;14,14;11,54;16;1014;1,35;17,76;69;7,86;0,3
25,1;14,14;11,54;16,64;1010;0,94;16,91;61;11,04;0,3
23,04;14,14;11,09;15,87;1016;1,39;16,9;83;11,04;0,3
23,86;13,31;10,95;15,41;1015;1,37;8,9;93;12,38;0,3
24,1;13,32;10,95;16,02;1013;1,97;8,7;61;12,38;0,3
23,91;13,32;10,95;16,07;1009;1,33;8,74;65;11,65;0,3
24,1;13,32;11,05;15,33;1016;1,33;8,99;96;11,65;0,3
23,87;14,37;11,08;16,26;1015;1,01;18,73;93;11,26;0,3
24,1;14,39;11,08;17,17;1017;1,87;14,36;65;11,26;0,3
25,1;14,39;11,08;16,73;1014;1,27;10,09;61;11,47;0,3
24,03;14,39;10,97;16,38;1018;1,43;11,46;88;11,47;0,3
24,91;14,44;10,97;15,4;1015;1,2;9,7;94;11,65;0,3
22,26;14,53;10,97;16,74;1018;1,13;8,47;83;11,65;0,3
22,72;14,53;10,97;15,74;1009;0,56;3,49;68;11,61;0,3
23,56;14,53;11,61;15,29;1015;1,6;4,66;90;11,61;0,3
23,51;14,53;11,61;15,74;1015;0,98;14,66;89;12,11;0,3
23,6;14,39;11,61;16,75;1018;1,68;13,73;69;12,11;0,3
25,1;14,39;11,61;16,6;1015;0,53;6,99;61;11,77;0,3
23,79;14,39;11,25;15,89;1018;1,2;9,94;88;11,77;0,3
23,12;13,79;11,69;16,13;1015;1,3;15,89;95;10,49;0,3
22,62;13,78;11,69;17,64;1018;1,65;15,31;78;10,49;0,3
21,63;13,78;11,69;17,05;1014;1,1;12,41;94;12,81;0,3
23,56;13,78;11,07;16,24;1015;1,37;16,03;96;12,81;0,3
21,7;14,31;11,07;15,6;1015;0,55;7,92;97;3,18;0,3
20,11;14,76;11,07;17,72;1019;1,6;14,05;94;3,18;0,3
21,9;14,66;11,07;15,73;1016;0,71;12,27;73;9,87;0,3
